replicate,gap,gap_points,eligible_pairs,flips,flip_rate,benchmark,audit_half,target_half
585,0.0025,0.25,678,322,0.4749262536873156,WinoGrande,validation,discovery
585,0.005,0.5,1368,611,0.4466374269005848,WinoGrande,validation,discovery
585,0.01,1.0,2790,1110,0.3978494623655914,WinoGrande,validation,discovery
585,0.02,2.0,5889,1720,0.2920699609441331,WinoGrande,validation,discovery
585,0.03,3.0,8888,1924,0.21647164716471648,WinoGrande,validation,discovery
585,0.05,5.0,14111,1956,0.1386152646871235,WinoGrande,validation,discovery
586,0.0025,0.25,671,295,0.4396423248882265,WinoGrande,validation,discovery
586,0.005,0.5,1346,507,0.37667161961367013,WinoGrande,validation,discovery
586,0.01,1.0,2752,870,0.31613372093023256,WinoGrande,validation,discovery
586,0.02,2.0,5855,1230,0.21007685738684884,WinoGrande,validation,discovery
586,0.03,3.0,8870,1304,0.14701240135287486,WinoGrande,validation,discovery
586,0.05,5.0,14091,1319,0.09360584770420836,WinoGrande,validation,discovery
587,0.0025,0.25,678,322,0.4749262536873156,WinoGrande,validation,discovery
587,0.005,0.5,1367,592,0.43306510607168985,WinoGrande,validation,discovery
587,0.01,1.0,2779,1128,0.4059014033825117,WinoGrande,validation,discovery
587,0.02,2.0,5876,1928,0.3281143635125936,WinoGrande,validation,discovery
587,0.03,3.0,8870,2229,0.2512965050732807,WinoGrande,validation,discovery
587,0.05,5.0,14089,2280,0.16182837674781744,WinoGrande,validation,discovery
588,0.0025,0.25,679,303,0.44624447717231225,WinoGrande,validation,discovery
588,0.005,0.5,1371,554,0.40408460977388766,WinoGrande,validation,discovery
588,0.01,1.0,2782,949,0.3411214953271028,WinoGrande,validation,discovery
588,0.02,2.0,5886,1318,0.2239211688752973,WinoGrande,validation,discovery
588,0.03,3.0,8901,1394,0.15661161667228402,WinoGrande,validation,discovery
588,0.05,5.0,14127,1407,0.09959651730728393,WinoGrande,validation,discovery
589,0.0025,0.25,671,298,0.44411326378539495,WinoGrande,validation,discovery
589,0.005,0.5,1364,570,0.4178885630498534,WinoGrande,validation,discovery
589,0.01,1.0,2778,975,0.3509719222462203,WinoGrande,validation,discovery
589,0.02,2.0,5882,1389,0.236144168650119,WinoGrande,validation,discovery
589,0.03,3.0,8892,1487,0.1672289698605488,WinoGrande,validation,discovery
589,0.05,5.0,14117,1510,0.10696323581497486,WinoGrande,validation,discovery
590,0.0025,0.25,680,310,0.45588235294117646,WinoGrande,validation,discovery
590,0.005,0.5,1367,539,0.39429407461594734,WinoGrande,validation,discovery
590,0.01,1.0,2787,909,0.3261571582346609,WinoGrande,validation,discovery
590,0.02,2.0,5895,1209,0.20508905852417303,WinoGrande,validation,discovery
590,0.03,3.0,8908,1268,0.14234396048495734,WinoGrande,validation,discovery
590,0.05,5.0,14134,1279,0.09049101457478421,WinoGrande,validation,discovery
591,0.0025,0.25,674,314,0.4658753709198813,WinoGrande,validation,discovery
591,0.005,0.5,1358,612,0.45066273932253315,WinoGrande,validation,discovery
591,0.01,1.0,2772,1112,0.40115440115440115,WinoGrande,validation,discovery
591,0.02,2.0,5869,1693,0.2884648151303459,WinoGrande,validation,discovery
591,0.03,3.0,8875,1882,0.212056338028169,WinoGrande,validation,discovery
591,0.05,5.0,14093,1921,0.13630880579010857,WinoGrande,validation,discovery
592,0.0025,0.25,668,304,0.4550898203592814,WinoGrande,validation,discovery
592,0.005,0.5,1356,565,0.4166666666666667,WinoGrande,validation,discovery
592,0.01,1.0,2765,952,0.34430379746835443,WinoGrande,validation,discovery
592,0.02,2.0,5872,1313,0.22360354223433243,WinoGrande,validation,discovery
592,0.03,3.0,8888,1402,0.15774077407740775,WinoGrande,validation,discovery
592,0.05,5.0,14114,1422,0.10075102734873176,WinoGrande,validation,discovery
593,0.0025,0.25,678,295,0.4351032448377581,WinoGrande,validation,discovery
593,0.005,0.5,1364,540,0.39589442815249265,WinoGrande,validation,discovery
593,0.01,1.0,2769,935,0.3376670278078729,WinoGrande,validation,discovery
593,0.02,2.0,5869,1356,0.23104447094905436,WinoGrande,validation,discovery
593,0.03,3.0,8879,1450,0.16330667868003154,WinoGrande,validation,discovery
593,0.05,5.0,14104,1465,0.1038712422007941,WinoGrande,validation,discovery
594,0.0025,0.25,676,281,0.4156804733727811,WinoGrande,validation,discovery
594,0.005,0.5,1366,553,0.40483162518301613,WinoGrande,validation,discovery
594,0.01,1.0,2773,878,0.3166245943021998,WinoGrande,validation,discovery
594,0.02,2.0,5890,1126,0.19117147707979626,WinoGrande,validation,discovery
594,0.03,3.0,8906,1168,0.13114754098360656,WinoGrande,validation,discovery
594,0.05,5.0,14132,1172,0.0829323521086895,WinoGrande,validation,discovery
595,0.0025,0.25,682,291,0.42668621700879766,WinoGrande,validation,discovery
595,0.005,0.5,1371,533,0.3887673231218089,WinoGrande,validation,discovery
595,0.01,1.0,2783,874,0.3140495867768595,WinoGrande,validation,discovery
595,0.02,2.0,5890,1143,0.1940577249575552,WinoGrande,validation,discovery
595,0.03,3.0,8907,1184,0.13292915684293252,WinoGrande,validation,discovery
595,0.05,5.0,14133,1185,0.08384631713012099,WinoGrande,validation,discovery
596,0.0025,0.25,678,287,0.42330383480825956,WinoGrande,validation,discovery
596,0.005,0.5,1361,526,0.38648052902277735,WinoGrande,validation,discovery
596,0.01,1.0,2780,866,0.31151079136690646,WinoGrande,validation,discovery
596,0.02,2.0,5889,1135,0.19273221259976228,WinoGrande,validation,discovery
596,0.03,3.0,8907,1164,0.13068373189626137,WinoGrande,validation,discovery
596,0.05,5.0,14133,1169,0.08271421495789995,WinoGrande,validation,discovery
597,0.0025,0.25,676,296,0.4378698224852071,WinoGrande,validation,discovery
597,0.005,0.5,1361,502,0.36884643644379134,WinoGrande,validation,discovery
597,0.01,1.0,2778,848,0.3052555795536357,WinoGrande,validation,discovery
597,0.02,2.0,5892,1138,0.19314324507807196,WinoGrande,validation,discovery
597,0.03,3.0,8908,1197,0.13437359676695104,WinoGrande,validation,discovery
597,0.05,5.0,14134,1209,0.08553841799915099,WinoGrande,validation,discovery
598,0.0025,0.25,679,298,0.43888070692194403,WinoGrande,validation,discovery
598,0.005,0.5,1362,540,0.3964757709251101,WinoGrande,validation,discovery
598,0.01,1.0,2780,858,0.30863309352517987,WinoGrande,validation,discovery
598,0.02,2.0,5888,1171,0.1988790760869565,WinoGrande,validation,discovery
598,0.03,3.0,8904,1230,0.13814016172506738,WinoGrande,validation,discovery
598,0.05,5.0,14130,1239,0.08768577494692144,WinoGrande,validation,discovery
599,0.0025,0.25,677,298,0.4401772525849335,WinoGrande,validation,discovery
599,0.005,0.5,1359,569,0.41869021339220014,WinoGrande,validation,discovery
599,0.01,1.0,2769,961,0.3470566991693752,WinoGrande,validation,discovery
599,0.02,2.0,5873,1380,0.23497360803677847,WinoGrande,validation,discovery
599,0.03,3.0,8883,1472,0.16570978273105932,WinoGrande,validation,discovery
599,0.05,5.0,14108,1492,0.10575559965976751,WinoGrande,validation,discovery
600,0.0025,0.25,677,310,0.45790251107828656,WinoGrande,validation,discovery
600,0.005,0.5,1364,557,0.4083577712609971,WinoGrande,validation,discovery
600,0.01,1.0,2773,931,0.33573746844572666,WinoGrande,validation,discovery
600,0.02,2.0,5869,1265,0.21553927415232577,WinoGrande,validation,discovery
600,0.03,3.0,8882,1318,0.1483900022517451,WinoGrande,validation,discovery
600,0.05,5.0,14108,1323,0.09377658066345336,WinoGrande,validation,discovery
601,0.0025,0.25,674,328,0.486646884272997,WinoGrande,validation,discovery
601,0.005,0.5,1360,608,0.4470588235294118,WinoGrande,validation,discovery
601,0.01,1.0,2771,1080,0.38975099242150846,WinoGrande,validation,discovery
601,0.02,2.0,5868,1643,0.2799931833674165,WinoGrande,validation,discovery
601,0.03,3.0,8874,1823,0.20543159792652693,WinoGrande,validation,discovery
601,0.05,5.0,14097,1843,0.13073703624884728,WinoGrande,validation,discovery
602,0.0025,0.25,674,314,0.4658753709198813,WinoGrande,validation,discovery
602,0.005,0.5,1359,572,0.42089771891096395,WinoGrande,validation,discovery
602,0.01,1.0,2774,963,0.3471521268925739,WinoGrande,validation,discovery
602,0.02,2.0,5880,1300,0.22108843537414966,WinoGrande,validation,discovery
602,0.03,3.0,8890,1375,0.1546681664791901,WinoGrande,validation,discovery
602,0.05,5.0,14115,1387,0.09826425788168615,WinoGrande,validation,discovery
603,0.0025,0.25,676,319,0.4718934911242604,WinoGrande,validation,discovery
603,0.005,0.5,1363,611,0.4482758620689655,WinoGrande,validation,discovery
603,0.01,1.0,2774,1083,0.3904109589041096,WinoGrande,validation,discovery
603,0.02,2.0,5871,1596,0.27184466019417475,WinoGrande,validation,discovery
603,0.03,3.0,8879,1682,0.18943574726883658,WinoGrande,validation,discovery
603,0.05,5.0,14105,1689,0.11974477135767458,WinoGrande,validation,discovery
604,0.0025,0.25,680,326,0.47941176470588237,WinoGrande,validation,discovery
604,0.005,0.5,1364,631,0.4626099706744868,WinoGrande,validation,discovery
604,0.01,1.0,2775,1151,0.41477477477477476,WinoGrande,validation,discovery
604,0.02,2.0,5861,1829,0.31206278792015013,WinoGrande,validation,discovery
604,0.03,3.0,8870,2002,0.22570462232243518,WinoGrande,validation,discovery
604,0.05,5.0,14096,2024,0.14358683314415438,WinoGrande,validation,discovery
605,0.0025,0.25,672,316,0.47023809523809523,WinoGrande,validation,discovery
605,0.005,0.5,1359,597,0.4392935982339956,WinoGrande,validation,discovery
605,0.01,1.0,2779,969,0.3486865779057215,WinoGrande,validation,discovery
605,0.02,2.0,5888,1332,0.2262228260869565,WinoGrande,validation,discovery
605,0.03,3.0,8903,1439,0.16163091092890036,WinoGrande,validation,discovery
605,0.05,5.0,14129,1462,0.10347512208931983,WinoGrande,validation,discovery
606,0.0025,0.25,674,322,0.47774480712166173,WinoGrande,validation,discovery
606,0.005,0.5,1361,560,0.4114621601763409,WinoGrande,validation,discovery
606,0.01,1.0,2772,890,0.32106782106782106,WinoGrande,validation,discovery
606,0.02,2.0,5872,1247,0.21236376021798364,WinoGrande,validation,discovery
606,0.03,3.0,8888,1303,0.1466021602160216,WinoGrande,validation,discovery
606,0.05,5.0,14114,1310,0.09281564404137736,WinoGrande,validation,discovery
607,0.0025,0.25,677,343,0.5066469719350074,WinoGrande,validation,discovery
607,0.005,0.5,1366,632,0.46266471449487556,WinoGrande,validation,discovery
607,0.01,1.0,2783,1116,0.40100610851598995,WinoGrande,validation,discovery
607,0.02,2.0,5889,1640,0.27848531159789436,WinoGrande,validation,discovery
607,0.03,3.0,8897,1795,0.2017534000224795,WinoGrande,validation,discovery
607,0.05,5.0,14121,1814,0.12846115714184547,WinoGrande,validation,discovery
608,0.0025,0.25,672,280,0.4166666666666667,WinoGrande,validation,discovery
608,0.005,0.5,1349,501,0.3713862120088955,WinoGrande,validation,discovery
608,0.01,1.0,2759,821,0.2975715839072128,WinoGrande,validation,discovery
608,0.02,2.0,5871,1145,0.1950264009538409,WinoGrande,validation,discovery
608,0.03,3.0,8883,1218,0.13711583924349882,WinoGrande,validation,discovery
608,0.05,5.0,14109,1228,0.0870366432773407,WinoGrande,validation,discovery
609,0.0025,0.25,666,284,0.4264264264264264,WinoGrande,validation,discovery
609,0.005,0.5,1343,527,0.3924050632911392,WinoGrande,validation,discovery
609,0.01,1.0,2752,932,0.3386627906976744,WinoGrande,validation,discovery
609,0.02,2.0,5857,1363,0.23271299299982925,WinoGrande,validation,discovery
609,0.03,3.0,8865,1455,0.16412859560067683,WinoGrande,validation,discovery
609,0.05,5.0,14091,1468,0.10417997303243205,WinoGrande,validation,discovery
610,0.0025,0.25,680,296,0.43529411764705883,WinoGrande,validation,discovery
610,0.005,0.5,1368,545,0.3983918128654971,WinoGrande,validation,discovery
610,0.01,1.0,2781,926,0.3329737504494786,WinoGrande,validation,discovery
610,0.02,2.0,5893,1297,0.22009163414220262,WinoGrande,validation,discovery
610,0.03,3.0,8910,1369,0.15364758698092032,WinoGrande,validation,discovery
610,0.05,5.0,14136,1380,0.09762308998302208,WinoGrande,validation,discovery
611,0.0025,0.25,670,319,0.4761194029850746,WinoGrande,validation,discovery
611,0.005,0.5,1354,609,0.44977843426883307,WinoGrande,validation,discovery
611,0.01,1.0,2761,1039,0.37631293009779065,WinoGrande,validation,discovery
611,0.02,2.0,5849,1549,0.26483159514446913,WinoGrande,validation,discovery
611,0.03,3.0,8862,1714,0.19341006544798015,WinoGrande,validation,discovery
611,0.05,5.0,14088,1793,0.12727143668370244,WinoGrande,validation,discovery
612,0.0025,0.25,680,301,0.4426470588235294,WinoGrande,validation,discovery
612,0.005,0.5,1368,548,0.40058479532163743,WinoGrande,validation,discovery
612,0.01,1.0,2789,927,0.3323771961276443,WinoGrande,validation,discovery
612,0.02,2.0,5905,1243,0.2104995766299746,WinoGrande,validation,discovery
612,0.03,3.0,8921,1299,0.14561147853379666,WinoGrande,validation,discovery
612,0.05,5.0,14146,1308,0.09246430086243461,WinoGrande,validation,discovery
613,0.0025,0.25,675,312,0.4622222222222222,WinoGrande,validation,discovery
613,0.005,0.5,1365,578,0.42344322344322344,WinoGrande,validation,discovery
613,0.01,1.0,2776,989,0.3562680115273775,WinoGrande,validation,discovery
613,0.02,2.0,5877,1415,0.24076909988089162,WinoGrande,validation,discovery
613,0.03,3.0,8892,1501,0.16880341880341881,WinoGrande,validation,discovery
613,0.05,5.0,14118,1517,0.10745148037965717,WinoGrande,validation,discovery
614,0.0025,0.25,673,317,0.4710252600297177,WinoGrande,validation,discovery
614,0.005,0.5,1353,578,0.42719881744271987,WinoGrande,validation,discovery
614,0.01,1.0,2765,976,0.35298372513562387,WinoGrande,validation,discovery
614,0.02,2.0,5878,1327,0.22575706022456618,WinoGrande,validation,discovery
614,0.03,3.0,8891,1396,0.15701270948149815,WinoGrande,validation,discovery
614,0.05,5.0,14117,1405,0.09952539491393356,WinoGrande,validation,discovery
615,0.0025,0.25,676,320,0.47337278106508873,WinoGrande,validation,discovery
615,0.005,0.5,1365,625,0.45787545787545786,WinoGrande,validation,discovery
615,0.01,1.0,2782,1123,0.403666427030913,WinoGrande,validation,discovery
615,0.02,2.0,5879,1683,0.2862731757101548,WinoGrande,validation,discovery
615,0.03,3.0,8890,1841,0.20708661417322835,WinoGrande,validation,discovery
615,0.05,5.0,14112,1870,0.13251133786848074,WinoGrande,validation,discovery
616,0.0025,0.25,672,315,0.46875,WinoGrande,validation,discovery
616,0.005,0.5,1361,622,0.4570168993387215,WinoGrande,validation,discovery
616,0.01,1.0,2777,1173,0.4223982715160245,WinoGrande,validation,discovery
616,0.02,2.0,5866,1755,0.299181725196045,WinoGrande,validation,discovery
616,0.03,3.0,8872,1885,0.21246618575293058,WinoGrande,validation,discovery
616,0.05,5.0,14097,1899,0.13470951266226858,WinoGrande,validation,discovery
617,0.0025,0.25,677,305,0.4505169867060561,WinoGrande,validation,discovery
617,0.005,0.5,1366,596,0.4363103953147877,WinoGrande,validation,discovery
617,0.01,1.0,2778,1058,0.380849532037437,WinoGrande,validation,discovery
617,0.02,2.0,5874,1534,0.26115083418454205,WinoGrande,validation,discovery
617,0.03,3.0,8880,1623,0.18277027027027026,WinoGrande,validation,discovery
617,0.05,5.0,14105,1628,0.11542006380716058,WinoGrande,validation,discovery
618,0.0025,0.25,681,335,0.4919236417033774,WinoGrande,validation,discovery
618,0.005,0.5,1371,642,0.4682713347921225,WinoGrande,validation,discovery
618,0.01,1.0,2781,1215,0.4368932038834951,WinoGrande,validation,discovery
618,0.02,2.0,5891,2025,0.3437446952979121,WinoGrande,validation,discovery
618,0.03,3.0,8902,2306,0.2590429117052348,WinoGrande,validation,discovery
618,0.05,5.0,14124,2359,0.16702067403001983,WinoGrande,validation,discovery
619,0.0025,0.25,668,316,0.47305389221556887,WinoGrande,validation,discovery
619,0.005,0.5,1349,577,0.42772424017790955,WinoGrande,validation,discovery
619,0.01,1.0,2759,975,0.3533889090250091,WinoGrande,validation,discovery
619,0.02,2.0,5863,1380,0.23537438171584513,WinoGrande,validation,discovery
619,0.03,3.0,8879,1477,0.16634756166234937,WinoGrande,validation,discovery
619,0.05,5.0,14103,1506,0.10678579025739204,WinoGrande,validation,discovery
620,0.0025,0.25,673,304,0.45170876671619614,WinoGrande,validation,discovery
620,0.005,0.5,1358,536,0.3946980854197349,WinoGrande,validation,discovery
620,0.01,1.0,2767,847,0.3061076978677268,WinoGrande,validation,discovery
620,0.02,2.0,5882,1035,0.175960557633458,WinoGrande,validation,discovery
620,0.03,3.0,8900,1067,0.1198876404494382,WinoGrande,validation,discovery
620,0.05,5.0,14126,1076,0.07617159847090471,WinoGrande,validation,discovery
621,0.0025,0.25,670,294,0.4388059701492537,WinoGrande,validation,discovery
621,0.005,0.5,1345,509,0.37843866171003715,WinoGrande,validation,discovery
621,0.01,1.0,2758,844,0.3060188542422045,WinoGrande,validation,discovery
621,0.02,2.0,5869,1123,0.19134435167830977,WinoGrande,validation,discovery
621,0.03,3.0,8883,1182,0.13306315433975008,WinoGrande,validation,discovery
621,0.05,5.0,14109,1184,0.08391806648238713,WinoGrande,validation,discovery
622,0.0025,0.25,670,294,0.4388059701492537,WinoGrande,validation,discovery
622,0.005,0.5,1353,536,0.3961566888396157,WinoGrande,validation,discovery
622,0.01,1.0,2763,872,0.31559898660875857,WinoGrande,validation,discovery
622,0.02,2.0,5866,1181,0.20132969655642688,WinoGrande,validation,discovery
622,0.03,3.0,8878,1237,0.13933318314935797,WinoGrande,validation,discovery
622,0.05,5.0,14103,1241,0.08799546195844855,WinoGrande,validation,discovery
623,0.0025,0.25,678,312,0.46017699115044247,WinoGrande,validation,discovery
623,0.005,0.5,1363,556,0.40792369772560527,WinoGrande,validation,discovery
623,0.01,1.0,2777,924,0.33273316528628016,WinoGrande,validation,discovery
623,0.02,2.0,5883,1299,0.22080571137174912,WinoGrande,validation,discovery
623,0.03,3.0,8890,1391,0.15646794150731158,WinoGrande,validation,discovery
623,0.05,5.0,14116,1402,0.09931992065741004,WinoGrande,validation,discovery
624,0.0025,0.25,680,289,0.425,WinoGrande,validation,discovery
624,0.005,0.5,1364,557,0.4083577712609971,WinoGrande,validation,discovery
624,0.01,1.0,2773,925,0.33357374684457264,WinoGrande,validation,discovery
624,0.02,2.0,5888,1290,0.2190896739130435,WinoGrande,validation,discovery
624,0.03,3.0,8904,1353,0.15195417789757412,WinoGrande,validation,discovery
624,0.05,5.0,14130,1359,0.09617834394904459,WinoGrande,validation,discovery
625,0.0025,0.25,680,279,0.4102941176470588,WinoGrande,validation,discovery
625,0.005,0.5,1362,527,0.3869309838472834,WinoGrande,validation,discovery
625,0.01,1.0,2773,981,0.35376848178867654,WinoGrande,validation,discovery
625,0.02,2.0,5875,1497,0.25480851063829785,WinoGrande,validation,discovery
625,0.03,3.0,8889,1605,0.18056024299696255,WinoGrande,validation,discovery
625,0.05,5.0,14115,1618,0.11462982642578817,WinoGrande,validation,discovery
626,0.0025,0.25,678,309,0.4557522123893805,WinoGrande,validation,discovery
626,0.005,0.5,1363,569,0.417461482024945,WinoGrande,validation,discovery
626,0.01,1.0,2773,896,0.32311575910566176,WinoGrande,validation,discovery
626,0.02,2.0,5884,1208,0.2053025152957172,WinoGrande,validation,discovery
626,0.03,3.0,8896,1232,0.13848920863309352,WinoGrande,validation,discovery
626,0.05,5.0,14122,1240,0.08780625973658122,WinoGrande,validation,discovery
627,0.0025,0.25,673,286,0.424962852897474,WinoGrande,validation,discovery
627,0.005,0.5,1357,551,0.40604274134119384,WinoGrande,validation,discovery
627,0.01,1.0,2764,896,0.32416787264833574,WinoGrande,validation,discovery
627,0.02,2.0,5871,1193,0.20320218020780106,WinoGrande,validation,discovery
627,0.03,3.0,8885,1233,0.13877321328081035,WinoGrande,validation,discovery
627,0.05,5.0,14111,1239,0.0878038409751258,WinoGrande,validation,discovery
628,0.0025,0.25,674,310,0.4599406528189911,WinoGrande,validation,discovery
628,0.005,0.5,1357,576,0.42446573323507736,WinoGrande,validation,discovery
628,0.01,1.0,2770,1024,0.36967509025270756,WinoGrande,validation,discovery
628,0.02,2.0,5876,1475,0.2510211027910143,WinoGrande,validation,discovery
628,0.03,3.0,8891,1541,0.17332133618265663,WinoGrande,validation,discovery
628,0.05,5.0,14117,1550,0.10979669901537153,WinoGrande,validation,discovery
629,0.0025,0.25,679,295,0.43446244477172313,WinoGrande,validation,discovery
629,0.005,0.5,1360,552,0.40588235294117647,WinoGrande,validation,discovery
629,0.01,1.0,2771,919,0.33164922410682063,WinoGrande,validation,discovery
629,0.02,2.0,5885,1191,0.20237892948173322,WinoGrande,validation,discovery
629,0.03,3.0,8901,1223,0.13740029210201102,WinoGrande,validation,discovery
629,0.05,5.0,14127,1231,0.08713810433920861,WinoGrande,validation,discovery
630,0.0025,0.25,677,314,0.4638109305760709,WinoGrande,validation,discovery
630,0.005,0.5,1364,587,0.4303519061583578,WinoGrande,validation,discovery
630,0.01,1.0,2779,1014,0.3648794530406621,WinoGrande,validation,discovery
630,0.02,2.0,5882,1407,0.23920435226113568,WinoGrande,validation,discovery
630,0.03,3.0,8896,1515,0.17030125899280577,WinoGrande,validation,discovery
630,0.05,5.0,14122,1525,0.10798753717603739,WinoGrande,validation,discovery
631,0.0025,0.25,673,314,0.46656760772659733,WinoGrande,validation,discovery
631,0.005,0.5,1356,561,0.413716814159292,WinoGrande,validation,discovery
631,0.01,1.0,2766,917,0.33152566883586404,WinoGrande,validation,discovery
631,0.02,2.0,5880,1177,0.20017006802721088,WinoGrande,validation,discovery
631,0.03,3.0,8898,1217,0.1367723083839065,WinoGrande,validation,discovery
631,0.05,5.0,14124,1221,0.08644859813084112,WinoGrande,validation,discovery
632,0.0025,0.25,660,315,0.4772727272727273,WinoGrande,validation,discovery
632,0.005,0.5,1337,547,0.4091249065071055,WinoGrande,validation,discovery
632,0.01,1.0,2745,862,0.3140255009107468,WinoGrande,validation,discovery
632,0.02,2.0,5851,1119,0.19124935908391727,WinoGrande,validation,discovery
632,0.03,3.0,8867,1178,0.1328521484154731,WinoGrande,validation,discovery
632,0.05,5.0,14093,1187,0.08422621159440857,WinoGrande,validation,discovery
633,0.0025,0.25,671,289,0.4307004470938897,WinoGrande,validation,discovery
633,0.005,0.5,1352,527,0.38979289940828404,WinoGrande,validation,discovery
633,0.01,1.0,2767,880,0.3180339718106252,WinoGrande,validation,discovery
633,0.02,2.0,5869,1213,0.2066791616970523,WinoGrande,validation,discovery
633,0.03,3.0,8883,1308,0.14724755150287064,WinoGrande,validation,discovery
633,0.05,5.0,14107,1337,0.09477564329765364,WinoGrande,validation,discovery
634,0.0025,0.25,678,314,0.4631268436578171,WinoGrande,validation,discovery
634,0.005,0.5,1368,583,0.42616959064327486,WinoGrande,validation,discovery
634,0.01,1.0,2782,1025,0.3684399712437096,WinoGrande,validation,discovery
634,0.02,2.0,5882,1454,0.2471948316899014,WinoGrande,validation,discovery
634,0.03,3.0,8892,1553,0.17465137201979308,WinoGrande,validation,discovery
634,0.05,5.0,14117,1568,0.11107175745555005,WinoGrande,validation,discovery
635,0.0025,0.25,673,304,0.45170876671619614,WinoGrande,validation,discovery
635,0.005,0.5,1354,554,0.4091580502215657,WinoGrande,validation,discovery
635,0.01,1.0,2759,929,0.3367162015222907,WinoGrande,validation,discovery
635,0.02,2.0,5868,1266,0.21574642126789367,WinoGrande,validation,discovery
635,0.03,3.0,8886,1339,0.1506864731037587,WinoGrande,validation,discovery
635,0.05,5.0,14112,1348,0.09552154195011338,WinoGrande,validation,discovery
636,0.0025,0.25,669,281,0.4200298953662182,WinoGrande,validation,discovery
636,0.005,0.5,1350,522,0.38666666666666666,WinoGrande,validation,discovery
636,0.01,1.0,2758,879,0.31870920957215376,WinoGrande,validation,discovery
636,0.02,2.0,5857,1209,0.20641966877240908,WinoGrande,validation,discovery
636,0.03,3.0,8871,1266,0.14271220831924247,WinoGrande,validation,discovery
636,0.05,5.0,14096,1273,0.09030930760499432,WinoGrande,validation,discovery
637,0.0025,0.25,677,316,0.4667651403249631,WinoGrande,validation,discovery
637,0.005,0.5,1360,590,0.4338235294117647,WinoGrande,validation,discovery
637,0.01,1.0,2766,1001,0.3618944323933478,WinoGrande,validation,discovery
637,0.02,2.0,5874,1398,0.2379979570990807,WinoGrande,validation,discovery
637,0.03,3.0,8887,1477,0.1661978170361202,WinoGrande,validation,discovery
637,0.05,5.0,14113,1488,0.10543470559059023,WinoGrande,validation,discovery
638,0.0025,0.25,678,341,0.5029498525073747,WinoGrande,validation,discovery
638,0.005,0.5,1368,653,0.47733918128654973,WinoGrande,validation,discovery
638,0.01,1.0,2783,1150,0.4132231404958678,WinoGrande,validation,discovery
638,0.02,2.0,5867,1805,0.30765297426282595,WinoGrande,validation,discovery
638,0.03,3.0,8874,2001,0.22549019607843138,WinoGrande,validation,discovery
638,0.05,5.0,14097,2039,0.1446407036958218,WinoGrande,validation,discovery
639,0.0025,0.25,681,295,0.4331864904552129,WinoGrande,validation,discovery
639,0.005,0.5,1371,551,0.40189642596644787,WinoGrande,validation,discovery
639,0.01,1.0,2792,944,0.33810888252148996,WinoGrande,validation,discovery
639,0.02,2.0,5903,1291,0.21870235473488056,WinoGrande,validation,discovery
639,0.03,3.0,8918,1391,0.15597667638483964,WinoGrande,validation,discovery
639,0.05,5.0,14143,1409,0.09962525631054232,WinoGrande,validation,discovery
640,0.0025,0.25,679,316,0.4653902798232695,WinoGrande,validation,discovery
640,0.005,0.5,1366,606,0.44363103953147875,WinoGrande,validation,discovery
640,0.01,1.0,2783,1056,0.3794466403162055,WinoGrande,validation,discovery
640,0.02,2.0,5886,1533,0.2604485219164118,WinoGrande,validation,discovery
640,0.03,3.0,8899,1667,0.18732441847398584,WinoGrande,validation,discovery
640,0.05,5.0,14123,1687,0.11945054166961694,WinoGrande,validation,discovery
641,0.0025,0.25,675,324,0.48,WinoGrande,validation,discovery
641,0.005,0.5,1358,608,0.4477172312223859,WinoGrande,validation,discovery
641,0.01,1.0,2767,1027,0.3711601011926274,WinoGrande,validation,discovery
641,0.02,2.0,5865,1470,0.2506393861892583,WinoGrande,validation,discovery
641,0.03,3.0,8872,1587,0.17887736699729487,WinoGrande,validation,discovery
641,0.05,5.0,14097,1598,0.11335745194012911,WinoGrande,validation,discovery
642,0.0025,0.25,675,284,0.42074074074074075,WinoGrande,validation,discovery
642,0.005,0.5,1359,548,0.4032376747608536,WinoGrande,validation,discovery
642,0.01,1.0,2770,935,0.33754512635379064,WinoGrande,validation,discovery
642,0.02,2.0,5875,1209,0.2057872340425532,WinoGrande,validation,discovery
642,0.03,3.0,8890,1261,0.1418447694038245,WinoGrande,validation,discovery
642,0.05,5.0,14115,1271,0.09004605030109812,WinoGrande,validation,discovery
643,0.0025,0.25,675,282,0.4177777777777778,WinoGrande,validation,discovery
643,0.005,0.5,1359,508,0.37380426784400295,WinoGrande,validation,discovery
643,0.01,1.0,2766,837,0.30260303687635576,WinoGrande,validation,discovery
643,0.02,2.0,5881,1120,0.19044380207447714,WinoGrande,validation,discovery
643,0.03,3.0,8898,1149,0.12913014160485503,WinoGrande,validation,discovery
643,0.05,5.0,14124,1155,0.08177570093457943,WinoGrande,validation,discovery
644,0.0025,0.25,673,293,0.43536404160475484,WinoGrande,validation,discovery
644,0.005,0.5,1356,534,0.3938053097345133,WinoGrande,validation,discovery
644,0.01,1.0,2761,904,0.3274176023180007,WinoGrande,validation,discovery
644,0.02,2.0,5873,1233,0.20994381065894774,WinoGrande,validation,discovery
644,0.03,3.0,8889,1285,0.1445606929913376,WinoGrande,validation,discovery
644,0.05,5.0,14115,1301,0.09217144881331917,WinoGrande,validation,discovery
645,0.0025,0.25,672,292,0.43452380952380953,WinoGrande,validation,discovery
645,0.005,0.5,1358,545,0.4013254786450663,WinoGrande,validation,discovery
